"Location","Job_Title","Industry","Company_Size","AI_Adoption_Level","Automation_Risk","Required_Skills","Salary_USD","Remote_Friendly","Job_Growth_Projection","GDP_2023_Billion_USD","GDP_Growth_2023_Percent","Automation_Impact_Score","Average_Salary","Stock_Option_Percent","Bonus_Percent","Stock_Options","Bonus","Total_Compensation","Automation_Probability","count","AI_Adoption_Count","AI_Adoption_Rate_Per_Company_Size","Job_Security_Index","Common_Degrees","Annual_Growth_Rate_Low","Annual_Growth_Rate_High","Annual_Growth_Rate_Mean","Projected_Total_Compensation_Low_5Y","Projected_Total_Compensation_High_5Y","Projected_Total_Compensation_Mean_5Y","Type_of_Automation"
"San Francisco","HR Manager","Finance","Small","Medium","Low","Project Management",112062.614121395,"No","Decline",26206,2.1,4,97296.3388251374,0.2,0.2,22412.522824279,22412.522824279,156887.659769953,37.9677936993539,54,9761,0.553222005942014,"Medium","Human Resource Management, Business Administration, Psychology",-2.17347471636347,0.82272850426659,-0.675373106048442,140563.293671677,163448.529008063,152005.91133987,"Cognitive"
"San Francisco","AI Researcher","Manufacturing","Medium","Medium","High","Marketing",99743.2888044038,"No","Decline",26206,2.1,8,98719.1876163946,0.1,0.15,9974.32888044039,14961.4933206606,124679.111005505,78.1641557998955,60,9085,0.66042927903137,"Low","Computer Science, Artificial Intelligence, Mathematics",-2.57945797357894,0.412725610841066,-1.08336618136894,109407.326282301,127273.350096959,118340.33818963,"Physical"
"San Francisco","Software Engineer","Finance","Small","High","Medium","UX/UI Design",56076.4186460882,"No","Growth",26206,2.1,8,93285.7278822055,0.2,0.2,11215.2837292177,11215.2837292177,78506.9861045236,67.4424779927358,58,9761,0.594201413789571,"Medium","Computer Science, Software Engineering, Information Technology",3.52883097227337,4.5220867244741,4.02545884837373,93371.61172213,97937.4208832486,95654.5163026893,"Cognitive"
"San Francisco","Operations Manager","Finance","Small","Low","Medium","Cybersecurity",65470.3582038302,"No","Growth",26206,2.1,4,73434.5043116347,0.2,0.2,13094.071640766,13094.071640766,91658.5014853623,33.2159558497369,59,9761,0.60444626575146,"Medium","Business Administration, Operations Management, Industrial Engineering",3.87451884591766,4.87119725033268,4.37285804812517,110845.451907046,116266.308393669,113555.880150358,"Cognitive"
"San Francisco","HR Manager","Technology","Large","Medium","High","Sales",72109.3462172722,"No","Decline",26206,2.1,8,82537.4997722091,0.2,0.2,14421.8692434544,14421.8692434544,100953.084704181,78.1641557998955,65,9350,0.695187165775401,"Low","Human Resource Management, Business Administration, Psychology",-2.57945797357894,0.412725610841066,-1.08336618136894,88587.4705743407,103053.648596804,95820.5595855724,"Unknown"
"San Francisco","Cybersecurity Analyst","Healthcare","Large","High","Low","JavaScript",135566.660583233,"Yes","Stable",26206,2.1,6,91923.5864679735,0.1,0.15,13556.6660583233,20334.9990874849,169458.325729041,51.4570672670379,47,9350,0.502673796791444,"Medium","Computer Science, Information Technology, Cybersecurity",1.69028362060292,2.68513791387621,2.18771076723957,184272.362678538,193464.312722577,188868.337700558,"Cognitive"
"San Francisco","Sales Manager","Manufacturing","Large","Medium","Low","Machine Learning",103759.339042321,"Yes","Growth",26206,2.1,4,84775.9185979811,0.1,0.15,10375.9339042321,15563.9008563481,129699.173802901,37.9677936993539,65,9350,0.695187165775401,"High","Business Administration, Marketing, Economics",3.82652528363653,4.82272850426659,4.32462689395156,156487.196149052,164140.030557282,160313.613353167,"Physical"
"San Francisco","Product Manager","Finance","Large","Medium","High","UX/UI Design",97645.0987828984,"Yes","Stable",26206,2.1,8,105546.60183526,0.2,0.2,19529.0197565797,19529.0197565797,136703.138296058,78.1641557998955,65,9350,0.695187165775401,"Medium","Business Administration, Marketing, Engineering",1.42054202642106,2.41272561084107,1.91663381863106,146692.571234514,154009.71166819,150351.141451352,"Cognitive"
"San Francisco","Data Scientist","Telecommunications","Small","Low","Medium","Data Analysis",88942.0798916799,"Yes","Decline",26206,2.1,4,86745.3644065192,0.2,0.2,17788.415978336,17788.415978336,124518.911848352,33.2159558497369,59,9761,0.60444626575146,"Medium","Computer Science, Statistics, Mathematics",-2.12548115408234,0.871197250332683,-0.62714195187483,111836.487138835,130038.273415139,120937.380276987,"Hybrid"
"San Francisco","Data Scientist","Education","Small","High","Low","Data Analysis",105370.342282991,"No","Stable",26206,2.1,6,102573.663191675,0.05,0.1,5268.51711414956,10537.0342282991,121175.89362544,51.4570672670379,58,9761,0.594201413789571,"Medium","Computer Science, Statistics, Mathematics",1.69028362060292,2.68513791387621,2.18771076723957,131769.083177106,138342.042965035,135055.56307107,"Cognitive"
"San Francisco","Product Manager","Energy","Large","High","Medium","UX/UI Design",82562.5367828919,"Yes","Growth",26206,2.1,8,75230.5044477438,0.1,0.15,8256.25367828919,12384.3805174338,103203.170978615,67.4424779927358,47,9350,0.502673796791444,"Medium","Business Administration, Marketing, Engineering",3.52883097227337,4.5220867244741,4.02545884837373,122743.807745698,128745.897583707,125744.852664702,"Unknown"
"San Francisco","Operations Manager","Entertainment","Small","Medium","High","Machine Learning",112988.468720025,"Yes","Stable",26206,2.1,8,109031.049523266,0.05,0.1,5649.42343600127,11298.8468720025,129936.739028029,78.1641557998955,54,9761,0.553222005942014,"Medium","Business Administration, Operations Management, Industrial Engineering",1.42054202642106,2.41272561084107,1.91663381863106,139431.724709712,146386.688427538,142909.206568625,"Unknown"
"San Francisco","HR Manager","Finance","Medium","Medium","Medium","UX/UI Design",107891.553584875,"No","Decline",26206,2.1,6,97296.3388251374,0.2,0.2,21578.310716975,21578.310716975,151048.175018825,44.0336386207491,60,9085,0.66042927903137,"Medium","Human Resource Management, Business Administration, Psychology",-2.23473975006957,0.760856886068359,-0.736941432000604,134908.180784514,156882.587340847,145895.384062681,"Cognitive"
"San Francisco","Marketing Specialist","Retail","Small","Medium","High","Python",112377.632405968,"No","Stable",26206,2.1,8,98126.6279828236,0.05,0.1,5618.8816202984,11237.7632405968,129234.277266863,78.1641557998955,54,9761,0.553222005942014,"Medium","Marketing, Business Administration, Communications",1.42054202642106,2.41272561084107,1.91663381863106,138677.931320447,145595.295233179,142136.613276813,"Unknown"
"San Francisco","Marketing Specialist","Telecommunications","Large","Low","Medium","Python",96548.3954330198,"Yes","Growth",26206,2.1,4,91897.518400173,0.2,0.2,19309.679086604,19309.679086604,135167.753606228,33.2159558497369,54,9350,0.577540106951872,"Medium","Marketing, Business Administration, Communications",3.87451884591766,4.87119725033268,4.37285804812517,163462.531995849,171456.6076358,167459.569815825,"Hybrid"
"San Francisco","Operations Manager","Finance","Large","Low","Low","Project Management",76167.648603622,"No","Stable",26206,2.1,2,73434.5043116347,0.2,0.2,15233.5297207244,15233.5297207244,106634.708045071,12.5822808779776,54,9350,0.577540106951872,"Medium","Business Administration, Operations Management, Industrial Engineering",2.08291896313243,3.08166073504463,2.58228984908853,118212.658180616,124109.66924532,121161.163712968,"Cognitive"
"San Francisco","HR Manager","Retail","Medium","Medium","Low","Machine Learning",92292.4301839998,"Yes","Growth",26206,2.1,4,96925.9901044835,0.05,0.1,4614.62150919999,9229.24301839998,106136.2947116,37.9677936993539,60,9085,0.66042927903137,"High","Human Resource Management, Business Administration, Psychology",3.82652528363653,4.82272850426659,4.32462689395156,128057.648187549,134320.166785897,131188.907486723,"Unknown"
"San Francisco","UX Designer","Retail","Small","Medium","Medium","Cybersecurity",87252.9165218771,"Yes","Stable",26206,2.1,6,78833.8170690633,0.05,0.1,4362.64582609386,8725.29165218771,100340.854000159,44.0336386207491,54,9761,0.553222005942014,"Medium","Graphic Design, Human-Computer Interaction, Psychology",1.76526024993043,2.76085688606836,2.2630585679994,109515.485019402,114978.43105617,112246.958037786,"Unknown"
"San Francisco","HR Manager","Finance","Large","Medium","High","Data Analysis",89725.6780126746,"Yes","Stable",26206,2.1,8,97296.3388251374,0.2,0.2,17945.1356025349,17945.1356025349,125615.949217744,78.1641557998955,65,9350,0.695187165775401,"Medium","Human Resource Management, Business Administration, Psychology",1.42054202642106,2.41272561084107,1.91663381863106,134795.197890102,141518.888015966,138157.042953034,"Cognitive"
"San Francisco","Operations Manager","Technology","Small","High","Medium","Marketing",76940.8401748438,"Yes","Stable",26206,2.1,8,103310.702295085,0.2,0.2,15388.1680349688,15388.1680349688,107717.176244781,67.4424779927358,58,9761,0.594201413789571,"Medium","Business Administration, Operations Management, Industrial Engineering",1.52883097227337,2.52208672447409,2.02545884837373,116206.892616186,122003.459616001,119105.176116093,"Unknown"
"San Francisco","Data Scientist","Education","Small","High","Low","Project Management",90129.5896844143,"Yes","Growth",26206,2.1,6,102573.663191675,0.05,0.1,4506.47948422072,9012.95896844143,103649.028137076,51.4570672670379,58,9761,0.594201413789571,"High","Computer Science, Statistics, Mathematics",3.69028362060292,4.68513791387621,4.18771076723957,124238.313188848,130313.791831195,127276.052510021,"Cognitive"
"San Francisco","AI Researcher","Transportation","Large","High","High","JavaScript",89252.5228040277,"No","Decline",26206,2.1,10,96340.5599105712,0.05,0.1,4462.62614020139,8925.25228040277,102640.401224632,85.310173262842,47,9350,0.502673796791444,"Low","Computer Science, Artificial Intelligence, Mathematics",-2.6516327499547,0.339836232719012,-1.15589825861785,89734.9654997116,104396.341743412,97065.6536215616,"Physical"
"San Francisco","AI Researcher","Education","Large","Low","Medium","Cybersecurity",119961.891251422,"No","Growth",26206,2.1,4,94943.9993882827,0.05,0.1,5998.09456257112,11996.1891251422,137956.174939136,33.2159558497369,54,9350,0.577540106951872,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.87451884591766,4.87119725033268,4.37285804812517,166834.655887737,174993.644019438,170914.149953587,"Cognitive"
"San Francisco","Cybersecurity Analyst","Retail","Medium","High","High","Cybersecurity",75862.8573187961,"Yes","Growth",26206,2.1,10,73757.5797041457,0.05,0.1,3793.1428659398,7586.28573187961,87242.2859166155,85.310173262842,42,9085,0.462300495321959,"Medium","Computer Science, Information Technology, Cybersecurity",3.3483672500453,4.33983623271901,3.84410174138215,102859.672087866,107889.154609774,105374.41334882,"Unknown"
"San Francisco","Cybersecurity Analyst","Energy","Small","Low","Low","Communication",102999.231323078,"Yes","Decline",26206,2.1,2,88025.4623282526,0.1,0.15,10299.9231323078,15449.8846984617,128749.039153847,12.5822808779776,59,9761,0.60444626575146,"Medium","Computer Science, Information Technology, Cybersecurity",-1.91708103686757,1.08166073504463,-0.417710150911473,116872.115914247,135864.45144322,126368.283678734,"Unknown"
"San Francisco","UX Designer","Entertainment","Small","High","High","Project Management",89145.9241055343,"No","Decline",26206,2.1,10,71004.7886535502,0.05,0.1,4457.29620527672,8914.59241055343,102517.812721364,85.310173262842,58,9761,0.594201413789571,"Low","Graphic Design, Human-Computer Interaction, Psychology",-2.6516327499547,0.339836232719012,-1.15589825861785,89627.7905960663,104271.656033611,96949.7233148386,"Unknown"
"San Francisco","Product Manager","Healthcare","Large","High","High","Marketing",41298.7262045435,"No","Decline",26206,2.1,10,66491.7132059299,0.1,0.15,4129.87262045435,6194.80893068153,51623.4077556794,85.310173262842,47,9350,0.502673796791444,"Low","Business Administration, Marketing, Engineering",-2.6516327499547,0.339836232719012,-1.15589825861785,45132.566305886,52506.5651899269,48819.5657479064,"Cognitive"
"San Francisco","Data Scientist","Education","Medium","Low","Low","Marketing",74767.0818772393,"Yes","Stable",26206,2.1,2,102573.663191675,0.05,0.1,3738.35409386196,7476.70818772393,85982.1441588252,12.5822808779776,61,9085,0.671436433681893,"Medium","Computer Science, Statistics, Mathematics",2.08291896313243,3.08166073504463,2.58228984908853,95317.7253768786,100072.628023184,97695.1767000314,"Cognitive"
"San Francisco","AI Researcher","Energy","Medium","Low","High","Machine Learning",71211.8843239897,"No","Growth",26206,2.1,6,92999.9814462466,0.1,0.15,7121.18843239897,10681.7826485984,89014.8554049871,58.893505372107,61,9085,0.671436433681893,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.61517559574172,4.60928624520451,4.11223092047311,106311.275157446,111509.966454882,108910.620806164,"Unknown"
"San Francisco","Sales Manager","Healthcare","Small","Medium","High","Machine Learning",107851.790342287,"Yes","Growth",26206,2.1,8,93593.9626562743,0.1,0.15,10785.1790342287,16177.7685513431,134814.737927859,78.1641557998955,54,9761,0.553222005942014,"Medium","Business Administration, Marketing, Economics",3.42054202642106,4.41272561084107,3.91663381863106,159503.941616487,167303.311000064,163403.626308275,"Cognitive"
"San Francisco","Marketing Specialist","Healthcare","Large","High","High","Data Analysis",83680.825471087,"No","Decline",26206,2.1,10,86991.6621491288,0.1,0.15,8368.0825471087,12552.123820663,104601.031838859,85.310173262842,47,9350,0.502673796791444,"Low","Marketing, Business Administration, Communications",-2.6516327499547,0.339836232719012,-1.15589825861785,91449.0772766159,106390.514225137,98919.7957508765,"Cognitive"
"San Francisco","Marketing Specialist","Technology","Small","Medium","Low","Marketing",106177.85840212,"No","Stable",26206,2.1,4,95975.0190336207,0.2,0.2,21235.571680424,21235.571680424,148649.001762968,37.9677936993539,54,9761,0.553222005942014,"Medium","Marketing, Business Administration, Communications",1.82652528363653,2.82272850426659,2.32462689395156,162729.62293457,170847.102490919,166788.362712744,"Unknown"
"San Francisco","Marketing Specialist","Technology","Medium","Medium","High","Python",112524.001743783,"No","Decline",26206,2.1,8,95975.0190336207,0.2,0.2,22504.8003487566,22504.8003487566,157533.602441296,78.1641557998955,60,9085,0.66042927903137,"Low","Marketing, Business Administration, Communications",-2.57945797357894,0.412725610841066,-1.08336618136894,138237.513114448,160811.45569494,149524.484404694,"Unknown"
"San Francisco","AI Researcher","Telecommunications","Small","High","High","Sales",103952.467414649,"Yes","Decline",26206,2.1,10,98396.7918232644,0.2,0.2,20790.4934829298,20790.4934829298,145533.454380508,85.310173262842,58,9761,0.594201413789571,"Low","Computer Science, Artificial Intelligence, Mathematics",-2.6516327499547,0.339836232719012,-1.15589825861785,127234.883652761,148023.196103414,137629.039878087,"Hybrid"
"San Francisco","Sales Manager","Transportation","Medium","Medium","Low","Python",86529.3634192997,"Yes","Stable",26206,2.1,4,90937.9122466352,0.05,0.1,4326.46817096498,8652.93634192997,99508.7679321946,37.9677936993539,60,9085,0.66042927903137,"Medium","Business Administration, Marketing, Economics",1.82652528363653,2.82272850426659,2.32462689395156,108934.631865948,114368.643395034,111651.637630491,"Physical"
"San Francisco","HR Manager","Telecommunications","Medium","High","High","Marketing",67257.1723892756,"No","Stable",26206,2.1,10,82799.7248063423,0.2,0.2,13451.4344778551,13451.4344778551,94160.0413449858,85.310173262842,42,9085,0.462300495321959,"Medium","Human Resource Management, Business Administration, Psychology",1.3483672500453,2.33983623271901,1.84410174138215,100681.672873178,105703.709603323,103192.69123825,"Hybrid"
"San Francisco","Product Manager","Manufacturing","Small","High","Medium","UX/UI Design",53450.5129189402,"No","Stable",26206,2.1,8,80333.4015529522,0.1,0.15,5345.05129189402,8017.57693784103,66813.1411486752,67.4424779927358,58,9761,0.594201413789571,"Medium","Business Administration, Marketing, Engineering",1.52883097227337,2.52208672447409,2.02545884837373,72079.0108828197,75674.4156514731,73876.7132671464,"Physical"
"San Francisco","UX Designer","Finance","Medium","Low","Medium","Cybersecurity",41396.1574568746,"No","Decline",26206,2.1,4,84699.1141349386,0.2,0.2,8279.23149137492,8279.23149137492,57954.6204396244,33.2159558497369,61,9085,0.671436433681893,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.12548115408234,0.871197250332683,-0.62714195187483,52051.8615784702,60523.4872882341,56287.6744333522,"Cognitive"
"San Francisco","Marketing Specialist","Finance","Medium","High","High","Sales",155209.821613828,"Yes","Decline",26206,2.1,10,92348.7235184119,0.2,0.2,31041.9643227657,31041.9643227657,217293.75025936,85.310173262842,42,9085,0.462300495321959,"Low","Marketing, Business Administration, Communications",-2.6516327499547,0.339836232719012,-1.15589825861785,189972.437268174,221011.145125373,205491.791196774,"Cognitive"
"San Francisco","HR Manager","Entertainment","Small","Low","Medium","Machine Learning",135778.949794264,"No","Decline",26206,2.1,4,93839.4327514857,0.05,0.1,6788.94748971321,13577.8949794264,156145.792263404,33.2159558497369,59,9761,0.60444626575146,"Medium","Human Resource Management, Business Administration, Psychology",-2.12548115408234,0.871197250332683,-0.62714195187483,140242.125706309,163067.030747111,151654.57822671,"Unknown"
"San Francisco","Data Scientist","Transportation","Small","Medium","Low","Data Analysis",119717.365510354,"Yes","Growth",26206,2.1,4,78863.5812684809,0.05,0.1,5985.86827551768,11971.7365510354,137674.970336907,37.9677936993539,54,9761,0.553222005942014,"High","Computer Science, Statistics, Mathematics",3.82652528363653,4.82272850426659,4.32462689395156,166110.310931253,174233.753195792,170172.032063522,"Physical"
"San Francisco","Operations Manager","Manufacturing","Medium","Medium","High","Sales",41810.5135756342,"No","Growth",26206,2.1,8,78971.7648580549,0.1,0.15,4181.05135756342,6271.57703634513,52263.1419695427,78.1641557998955,60,9085,0.66042927903137,"Medium","Business Administration, Operations Management, Industrial Engineering",3.42054202642106,4.41272561084107,3.91663381863106,61834.3162886605,64857.8696154854,63346.092952073,"Physical"
"Singapore","AI Researcher","Manufacturing","Large","Low","Medium","UX/UI Design",98036.51708068,"No","Growth",423.6,3,4,98719.1876163946,0.1,0.15,9803.651708068,14705.477562102,122545.64635085,33.2159558497369,54,9350,0.577540106951872,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.96451884591766,4.96119725033268,4.46285804812517,148841.358970878,156113.96934118,152477.664156029,"Physical"
"Singapore","Data Scientist","Finance","Medium","High","Medium","Machine Learning",67722.9380079773,"Yes","Stable",423.6,3,8,94626.7349514756,0.2,0.2,13544.5876015955,13544.5876015955,94812.1132111683,67.4424779927358,42,9085,0.462300495321959,"Medium","Computer Science, Statistics, Mathematics",1.61883097227337,2.61208672447409,2.11545884837373,102738.873311622,107859.008597479,105298.94095455,"Cognitive"
"Singapore","Product Manager","Healthcare","Medium","High","High","Communication",99311.6803308206,"No","Growth",423.6,3,10,66491.7132059299,0.1,0.15,9931.16803308207,14896.7520496231,124139.600413526,85.310173262842,42,9085,0.462300495321959,"Medium","Business Administration, Marketing, Engineering",3.4383672500453,4.42983623271901,3.93410174138215,147000.437260566,154181.876785215,150591.157022891,"Cognitive"
"Singapore","Sales Manager","Entertainment","Medium","High","Low","Cybersecurity",96834.5782948087,"Yes","Decline",423.6,3,6,102609.673714647,0.05,0.1,4841.72891474043,9683.45782948087,111359.76503903,51.4570672670379,42,9085,0.462300495321959,"Medium","Business Administration, Marketing, Economics",-2.21971637939708,0.775137913876213,-0.722289232760435,99537.050874425,115743.153755407,107640.102314916,"Unknown"
"Singapore","AI Researcher","Entertainment","Medium","Medium","High","UX/UI Design",78902.5657445848,"No","Growth",423.6,3,8,104512.728124998,0.05,0.1,3945.12828722924,7890.25657445849,90737.9506062726,78.1641557998955,60,9085,0.66042927903137,"Medium","Computer Science, Artificial Intelligence, Mathematics",3.51054202642106,4.50272561084107,4.00663381863106,107823.116356615,113090.742341361,110456.929348988,"Unknown"
"Singapore","HR Manager","Education","Large","Medium","Medium","Communication",87565.9209116427,"Yes","Stable",423.6,3,6,88175.5155181202,0.05,0.1,4378.29604558213,8756.59209116427,100700.809048389,44.0336386207491,65,9350,0.695187165775401,"Medium","Human Resource Management, Business Administration, Psychology",1.85526024993043,2.85085688606836,2.3530585679994,110395.221107689,115897.089909032,113146.15550836,"Cognitive"
"Singapore","Data Scientist","Telecommunications","Medium","Low","High","UX/UI Design",130007.350230162,"No","Stable",423.6,3,6,86745.3644065192,0.2,0.2,26001.4700460323,26001.4700460323,182010.290322226,58.893505372107,61,9085,0.671436433681893,"Medium","Computer Science, Statistics, Mathematics",1.70517559574172,2.69928624520451,2.20223092047311,198066.584325548,207937.619988277,203002.102156912,"Hybrid"
"Singapore","UX Designer","Education","Small","Low","Medium","Project Management",117490.669093826,"No","Decline",423.6,3,4,93749.0560912962,0.05,0.1,5874.5334546913,11749.0669093826,135114.2694579,33.2159558497369,59,9761,0.60444626575146,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.03548115408234,0.961197250332683,-0.53714195187483,121911.666024457,141733.880426812,131822.773225634,"Cognitive"
"Singapore","HR Manager","Finance","Medium","Low","High","Sales",102065.720673476,"Yes","Growth",423.6,3,6,97296.3388251374,0.2,0.2,20413.1441346952,20413.1441346952,142892.008942866,58.893505372107,61,9085,0.671436433681893,"Medium","Human Resource Management, Business Administration, Psychology",3.70517559574172,4.69928624520451,4.20223092047311,171399.716017653,179773.861555832,175586.788786743,"Cognitive"
"Singapore","Operations Manager","Energy","Medium","Medium","High","UX/UI Design",119395.978525546,"No","Decline",423.6,3,8,112766.467664644,0.1,0.15,11939.5978525546,17909.3967788319,149244.973156932,78.1641557998955,60,9085,0.66042927903137,"Low","Business Administration, Operations Management, Industrial Engineering",-2.48945797357894,0.502725610841066,-0.99336618136894,131570.209095254,153034.345908315,142302.277501784,"Unknown"
"Singapore","Product Manager","Finance","Medium","High","High","JavaScript",101001.901140554,"Yes","Growth",423.6,3,10,105546.60183526,0.2,0.2,20200.3802281108,20200.3802281108,141402.661596775,85.310173262842,42,9085,0.462300495321959,"Medium","Business Administration, Marketing, Engineering",3.4383672500453,4.42983623271901,3.93410174138215,167442.564784259,175622.667342178,171532.616063218,"Cognitive"
"Singapore","AI Researcher","Energy","Small","Medium","High","JavaScript",101945.497751132,"No","Stable",423.6,3,8,92999.9814462466,0.1,0.15,10194.5497751132,15291.8246626697,127431.872188915,78.1641557998955,54,9761,0.553222005942014,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.51054202642106,2.50272561084107,2.00663381863106,137351.623572339,144196.637147655,140774.130359997,"Unknown"
"Singapore","UX Designer","Entertainment","Small","Medium","Medium","Data Analysis",35963.2973170112,"No","Decline",423.6,3,6,71004.7886535502,0.05,0.1,1798.16486585056,3596.32973170112,41357.7919145629,44.0336386207491,54,9761,0.553222005942014,"Medium","Graphic Design, Human-Computer Interaction, Psychology",-2.14473975006957,0.850856886068359,-0.646941432000604,37108.9123323527,43147.4671410071,40128.1897366799,"Unknown"
"Singapore","Data Scientist","Entertainment","Small","Low","High","Project Management",99372.1159299918,"No","Growth",423.6,3,6,102101.263082129,0.05,0.1,4968.60579649959,9937.21159299919,114277.933319491,58.893505372107,59,9761,0.60444626575146,"Medium","Computer Science, Statistics, Mathematics",3.70517559574172,4.69928624520451,4.20223092047311,137076.981861713,143774.207637315,140425.594749514,"Unknown"
"Singapore","UX Designer","Technology","Medium","Medium","Low","Data Analysis",82655.4201933901,"Yes","Stable",423.6,3,4,82460.6371202069,0.2,0.2,16531.084038678,16531.084038678,115717.588270746,37.9677936993539,60,9085,0.66042927903137,"Medium","Graphic Design, Human-Computer Interaction, Psychology",1.91652528363653,2.91272850426659,2.41462689395156,127239.635493219,133581.045208688,130410.340350953,"Unknown"
"Singapore","Marketing Specialist","Telecommunications","Small","Low","Medium","Marketing",94632.9603096796,"Yes","Growth",423.6,3,4,91897.518400173,0.2,0.2,18926.5920619359,18926.5920619359,132486.144433551,33.2159558497369,59,9761,0.60444626575146,"Medium","Marketing, Business Administration, Communications",3.96451884591766,4.96119725033268,4.46285804812517,160914.878410652,168777.418913888,164846.14866227,"Hybrid"
"Singapore","HR Manager","Education","Medium","Medium","Medium","Data Analysis",54010.7213704922,"No","Growth",423.6,3,6,88175.5155181202,0.05,0.1,2700.53606852461,5401.07213704922,62112.329576066,44.0336386207491,60,9085,0.66042927903137,"Medium","Human Resource Management, Business Administration, Psychology",3.85526024993043,4.85085688606836,4.3530585679994,75044.7491017963,78711.4183733958,76878.083737596,"Cognitive"
"Singapore","Sales Manager","Energy","Small","Low","High","Sales",116857.484258988,"Yes","Stable",423.6,3,6,108200.119638851,0.1,0.15,11685.7484258988,17528.6226388482,146071.855323735,58.893505372107,59,9761,0.60444626575146,"Medium","Business Administration, Marketing, Economics",1.70517559574172,2.69928624520451,2.20223092047311,158957.789687866,166879.762070135,162918.775879,"Unknown"
"Singapore","AI Researcher","Transportation","Medium","Low","High","Sales",100929.275282953,"Yes","Decline",423.6,3,6,96340.5599105712,0.05,0.1,5046.46376414766,10092.9275282953,116068.666575396,58.893505372107,61,9085,0.671436433681893,"Low","Computer Science, Artificial Intelligence, Mathematics",-2.29482440425828,0.699286245204508,-0.797769079526886,103348.182420897,120184.083689148,111766.133055022,"Physical"
"Singapore","HR Manager","Finance","Medium","Medium","Medium","Machine Learning",80145.008944401,"No","Growth",423.6,3,6,97296.3388251374,0.2,0.2,16029.0017888802,16029.0017888802,112203.012522161,44.0336386207491,60,9085,0.66042927903137,"Medium","Human Resource Management, Business Administration, Psychology",3.85526024993043,4.85085688606836,4.3530585679994,135564.822325323,142188.488528216,138876.655426769,"Cognitive"
"Singapore","Marketing Specialist","Energy","Medium","Low","Low","UX/UI Design",101964.987492599,"No","Decline",423.6,3,2,77774.5614972085,0.1,0.15,10196.4987492599,15294.7481238898,127456.234365749,12.5822808779776,61,9085,0.671436433681893,"Medium","Marketing, Business Administration, Communications",-1.82708103686757,1.17166073504463,-0.327710150911473,116230.365463296,135100.040227552,125665.202845424,"Unknown"
"Singapore","Software Engineer","Finance","Large","Low","Medium","Project Management",138448.110775799,"Yes","Growth",423.6,3,4,93285.7278822055,0.2,0.2,27689.6221551598,27689.6221551598,193827.355086118,33.2159558497369,54,9350,0.577540106951872,"Medium","Computer Science, Software Engineering, Information Technology",3.96451884591766,4.96119725033268,4.46285804812517,235418.619884318,246921.524105099,241170.071994708,"Cognitive"
"Singapore","HR Manager","Retail","Small","High","Medium","Data Analysis",79805.3968962973,"No","Decline",423.6,3,8,96925.9901044835,0.05,0.1,3990.26984481487,7980.53968962973,91776.2064307419,67.4424779927358,58,9761,0.594201413789571,"Medium","Human Resource Management, Business Administration, Psychology",-2.38116902772663,0.612086724474095,-0.884541151626268,81357.597363498,94619.5513845537,87988.5743740259,"Unknown"
"Singapore","AI Researcher","Transportation","Medium","High","Medium","Sales",72700.9869673835,"Yes","Stable",423.6,3,8,96340.5599105712,0.05,0.1,3635.04934836917,7270.09869673835,83606.135012491,67.4424779927358,42,9085,0.462300495321959,"Medium","Computer Science, Artificial Intelligence, Mathematics",1.61883097227337,2.61208672447409,2.11545884837373,90596.0200886108,95110.9993195678,92853.5097040893,"Physical"
"Singapore","Cybersecurity Analyst","Entertainment","Large","Medium","Low","Python",80411.5051656814,"Yes","Growth",423.6,3,4,91567.6037467579,0.05,0.1,4020.57525828407,8041.15051656814,92473.2309405336,37.9677936993539,65,9350,0.695187165775401,"High","Computer Science, Information Technology, Cybersecurity",3.91652528363652,4.91272850426659,4.41462689395156,112057.031801206,117532.220700546,114794.626250876,"Unknown"
"Singapore","Operations Manager","Technology","Large","Medium","Medium","Python",102574.317216006,"No","Stable",423.6,3,6,103310.702295085,0.2,0.2,20514.8634432012,20514.8634432012,143604.044102409,44.0336386207491,65,9350,0.695187165775401,"Medium","Business Administration, Operations Management, Industrial Engineering",1.85526024993043,2.85085688606836,2.3530585679994,157428.727241167,165274.648415585,161351.687828376,"Unknown"
"Singapore","Sales Manager","Energy","Small","High","Medium","Data Analysis",102300.603875446,"Yes","Decline",423.6,3,8,108200.119638851,0.1,0.15,10230.0603875446,15345.090581317,127875.754844308,67.4424779927358,58,9761,0.594201413789571,"Medium","Business Administration, Marketing, Economics",-2.38116902772663,0.612086724474095,-0.884541151626268,113359.056554899,131837.510253384,122598.283404142,"Unknown"
"Singapore","Cybersecurity Analyst","Education","Small","Medium","High","Sales",90774.5404073922,"Yes","Decline",423.6,3,8,86238.8000040038,0.05,0.1,4538.72702036961,9077.45404073923,104390.721468501,78.1641557998955,54,9761,0.553222005942014,"Low","Computer Science, Information Technology, Cybersecurity",-2.48945797357894,0.502725610841066,-0.99336618136894,92027.9508293589,107041.231881431,99534.5913553949,"Cognitive"
